Voltage (V),Frequency (MHz),Temperature (°C),Capacitance (F),Leakage Current (A),Switching Activity,Circuit Area (mm²),Power Consumption
1.008078695,303.6737604,75.8100659,6.32E-13,2.57E-06,0.708893329,4.089986425,2.59E-06
1.189192363,393.2564359,69.52417964,6.28E-13,2.18E-06,0.219368187,5.718161232,2.59E-06
1.062009347,810.5485564,96.7933332,1.39E-12,2.44E-06,0.797410664,7.360450873,2.59E-06
0.918188732,201.6027676,48.91186634,8.27E-13,2.82E-06,0.850284367,7.968638061,2.59E-06
0.914966846,620.1285258,53.30975322,6.59E-13,2.83E-06,0.403779894,11.85692733,2.59E-06
1.172421229,920.7571932,53.81755987,1.28E-12,2.21E-06,0.315593906,1.140628288,2.59E-06
1.117729264,628.0344282,42.2182269,1.38E-12,2.32E-06,0.28050731,13.09569506,2.60E-06
0.832468885,445.5447403,60.72507577,9.14E-13,3.12E-06,0.665664735,3.901028686,2.60E-06
0.846723198,233.4303439,52.7756366,7.50E-13,3.08E-06,0.846722211,13.79384308,2.60E-06
0.817276279,470.0358477,52.91810265,1.16E-12,3.19E-06,0.475469762,3.804125702,2.61E-06
1.124314296,478.967939,88.15375141,1.39E-12,2.32E-06,0.186732248,7.055765459,2.61E-06
1.011829237,849.4203116,24.70647749,8.16E-13,2.58E-06,0.62005441,1.166967994,2.61E-06
0.942362742,959.4300493,54.16955695,7.56E-13,2.77E-06,0.52645411,10.85141274,2.61E-06
1.151924456,495.2660411,47.56265037,5.53E-13,2.27E-06,0.370184095,2.439562009,2.61E-06
1.125662611,952.063705,74.81821808,5.61E-13,2.32E-06,0.823529723,5.390348441,2.61E-06
1.122912017,446.9540184,57.62610644,5.55E-13,2.33E-06,0.9,3.011560769,2.61E-06
1.170603877,710.5525401,85.37305095,5.23E-13,2.23E-06,0.357326698,10.21420717,2.61E-06
0.959270784,356.1104282,83.6039314,7.82E-13,2.73E-06,0.491445809,12.02300127,2.62E-06
1.01324145,677.5978254,41.30159006,6.71E-13,2.59E-06,0.23827098,6.051532586,2.62E-06
1.147986618,827.0671797,63.92824798,9.88E-13,2.29E-06,0.182756591,1.788129601,2.63E-06
0.871111728,162.3736213,41.94938612,1.14E-12,3.02E-06,0.507078502,13.0370338,2.63E-06
1.027298095,286.7078544,88.76462106,1.43E-12,2.56E-06,0.816564048,8.091353518,2.63E-06
1.087773407,185.8980711,62.0033496,1.44E-12,2.42E-06,0.713772493,10.65858793,2.63E-06
1.017091339,734.2957455,89.83694823,1.46E-12,2.59E-06,0.498951482,6.039463332,2.63E-06
0.865889624,131.7615185,28.43480474,1.13E-12,3.04E-06,0.772879403,14.78143216,2.63E-06
1.085255536,157.3960941,31.83622776,6.49E-13,2.43E-06,0.811599718,4.52492438,2.63E-06
1.152773538,658.847905,36.24666871,1.29E-12,2.29E-06,0.348564941,4.941600866,2.64E-06
1.144372221,914.283852,31.18980013,8.03E-13,2.30E-06,0.649231153,6.464228673,2.64E-06
1.024912781,786.6201954,84.41105072,1.34E-12,2.57E-06,0.787173271,12.6240955,2.64E-06
1.160924666,995.2733828,59.47921204,1.35E-12,2.27E-06,0.231589483,4.571053532,2.64E-06
0.901904184,266.7687356,83.51059023,1.20E-12,2.93E-06,0.635641031,3.253148721,2.64E-06
0.985637702,753.2559213,23.23457453,1.34E-12,2.68E-06,0.891893589,14.9630859,2.64E-06
0.901260461,986.4665468,90.08281859,8.03E-13,2.93E-06,0.606443009,14.02032956,2.64E-06
1.026231604,429.1072026,80.75743572,1.27E-12,2.58E-06,0.24599614,12.06832067,2.65E-06
0.83135219,550.6974923,93.71146647,1.07E-12,3.18E-06,0.539150836,1.741121365,2.65E-06
1.113410375,282.6248937,41.69782857,1.05E-12,2.38E-06,0.871435428,4.006847436,2.65E-06
0.901262784,673.4587381,21.53870055,1.36E-12,2.94E-06,0.223658092,10.87219325,2.65E-06
1.095997978,588.0231435,79.60162384,8.96E-13,2.42E-06,0.244089635,8.046671217,2.65E-06
0.948310148,508.4483531,93.59582114,1.08E-12,2.80E-06,0.397181201,14.88763536,2.65E-06
1.073619058,918.9665054,84.06573006,5.62E-13,2.47E-06,0.115620035,0.809802563,2.66E-06
1.082811506,280.3346863,72.26642903,1.34E-12,2.45E-06,0.491069824,14.00938816,2.66E-06
0.87463308,723.7957895,82.91534011,6.59E-13,3.04E-06,0.899159024,0.7618875,2.66E-06
0.81628829,837.9622024,78.94823187,8.78E-13,3.26E-06,0.732855209,12.12662307,2.66E-06
0.869392403,869.1094581,66.71631597,9.09E-13,3.06E-06,0.554445982,1.436333993,2.66E-06
0.802919891,678.672859,27.25461367,7.34E-13,3.32E-06,0.224060854,6.041679818,2.66E-06
0.910636144,530.4842788,29.94156171,1.15E-12,2.93E-06,0.516573146,1.89965524,2.67E-06
1.010009291,985.1860232,44.94430094,1.10E-12,2.64E-06,0.222350152,8.351108714,2.67E-06
0.889995695,970.3354935,26.09919253,1.06E-12,3.00E-06,0.893616312,5.433328299,2.67E-06
0.913233407,483.2503014,47.43754858,1.45E-12,2.92E-06,0.879578632,1.14213685,2.67E-06
0.838824395,307.8172433,45.00332646,1.35E-12,3.19E-06,0.235787253,0.657387551,2.67E-06
1.015724349,734.8876309,95.39984247,6.67E-13,2.63E-06,0.563199459,10.34965689,2.67E-06
1.03553039,589.9313571,37.0996855,1.44E-12,2.58E-06,0.462326557,1.88156598,2.67E-06
1.004989224,849.8662606,36.15874978,6.60E-13,2.66E-06,0.685758107,8.153846889,2.68E-06
1.091787112,535.4423616,99.87348163,1.26E-12,2.45E-06,0.668940445,6.75586538,2.68E-06
0.838409684,317.6871943,66.55687062,9.13E-13,3.20E-06,0.718640642,8.472291625,2.68E-06
0.87615699,944.0747904,51.43488496,1.16E-12,3.06E-06,0.692328746,14.94222301,2.68E-06
1.042683198,327.0781608,94.67778742,6.20E-13,2.57E-06,0.454364869,14.00010525,2.68E-06
1.099512771,420.8400092,37.05343184,1.07E-12,2.44E-06,0.564476802,1.888604959,2.68E-06
0.848701952,748.4526814,34.8016756,1.08E-12,3.16E-06,0.34260365,3.576736178,2.68E-06
0.925173536,415.6757945,37.49311165,9.81E-13,2.90E-06,0.833080253,5.833035825,2.69E-06
1.166851558,995.3407224,84.11641739,6.42E-13,2.30E-06,0.829202939,1.308724721,2.69E-06
0.815794987,561.3143547,53.39174333,1.44E-12,3.29E-06,0.353541868,3.611312385,2.69E-06
0.890864994,589.2692176,26.09402122,7.24E-13,3.02E-06,0.779040192,9.51190887,2.69E-06
0.803699712,911.074273,24.83634585,7.77E-13,3.35E-06,0.432666111,13.71155542,2.69E-06
1.06675429,115.2561687,55.60912234,1.31E-12,2.52E-06,0.489447304,13.37181358,2.69E-06
1.059138785,171.1765324,94.03194658,1.06E-12,2.54E-06,0.458857954,3.693771684,2.69E-06
0.873481927,960.0369092,52.83308626,6.57E-13,3.09E-06,0.343741889,9.514345902,2.70E-06
1.04446203,138.2950867,20.64344919,9.71E-13,2.58E-06,0.319993839,9.139567166,2.70E-06
0.886760987,460.4244444,78.00521694,1.27E-12,3.04E-06,0.884409969,8.104959461,2.70E-06
1.159580809,390.4698951,32.30660738,8.56E-13,2.33E-06,0.681712827,8.480266131,2.71E-06
1.042607453,867.1391562,57.23648402,8.21E-13,2.60E-06,0.644138101,11.09264987,2.71E-06
0.8705285,762.5427122,76.45807624,1.48E-12,3.11E-06,0.670173173,3.576000381,2.71E-06
1.133912513,210.9149807,27.98526101,5.20E-13,2.39E-06,0.747000876,4.130423716,2.71E-06
1.067530221,768.7683007,65.19565092,1.19E-12,2.54E-06,0.49470673,9.932985008,2.71E-06
0.98327897,194.8444964,23.23911617,5.31E-13,2.76E-06,0.860283456,6.333800235,2.72E-06
0.996141761,430.0063867,36.60658749,6.39E-13,2.73E-06,0.77325317,5.673310141,2.72E-06
1.127504714,120.7814042,98.61052317,8.70E-13,2.41E-06,0.569209245,12.12601924,2.72E-06
0.844459975,790.5858579,93.26068528,1.24E-12,3.22E-06,0.599986394,4.866338671,2.72E-06
1.145129104,364.9074124,57.19565664,1.15E-12,2.38E-06,0.85391006,14.27969589,2.72E-06
1.182124189,610.9310213,75.2049883,7.57E-13,2.30E-06,0.32557598,1.477060073,2.72E-06
0.963794268,183.203981,95.26039474,1.14E-12,2.82E-06,0.136148626,1.431315812,2.72E-06
0.923520295,221.495167,80.72488448,7.96E-13,2.95E-06,0.251843652,13.88774926,2.72E-06
1.118183094,264.5411683,98.62672888,9.15E-13,2.44E-06,0.388733762,8.504924856,2.73E-06
1.01151034,763.8708169,55.27362241,1.40E-12,2.70E-06,0.317935362,8.069403045,2.73E-06
0.958300684,419.4814406,81.04974724,5.47E-13,2.85E-06,0.127355652,0.570894069,2.73E-06
0.995117733,880.127566,93.42907237,5.41E-13,2.74E-06,0.65067533,5.327376443,2.73E-06
0.90105832,204.8751085,85.98467266,1.18E-12,3.03E-06,0.236116584,3.045461045,2.73E-06
1.158249446,471.9276785,90.44780928,8.87E-13,2.36E-06,0.423408699,10.01285188,2.73E-06
0.88672641,804.062458,76.05122362,1.46E-12,3.08E-06,0.875796485,10.47041102,2.73E-06
0.990557227,955.5610621,64.60209079,7.26E-13,2.76E-06,0.462623155,1.512546876,2.74E-06
0.838367077,451.4723695,53.55719774,1.38E-12,3.26E-06,0.257958241,1.178040591,2.74E-06
0.939999131,900.7665154,62.1652049,6.43E-13,2.91E-06,0.293815279,7.21075352,2.74E-06
0.876177225,310.5352462,85.92571891,9.52E-13,3.13E-06,0.673877901,10.74707664,2.74E-06
1.198906423,806.3439343,54.24244283,1.49E-12,2.29E-06,0.539853508,0.799198086,2.74E-06
0.992632133,188.3956297,36.02226158,1.21E-12,2.76E-06,0.760556682,5.059236838,2.74E-06
0.975785709,172.2100017,91.26434834,8.92E-13,2.81E-06,0.842671836,2.510724936,2.75E-06
0.815623164,473.032598,81.12452095,6.65E-13,3.37E-06,0.7935419,0.77864573,2.75E-06
1.113369917,399.2129603,73.00800468,8.50E-13,2.47E-06,0.268731382,3.829801083,2.75E-06
1.092849236,303.0217984,45.23311489,1.24E-12,2.52E-06,0.620318941,6.227670834,2.75E-06
0.978316087,611.6896835,87.95563048,6.19E-13,2.81E-06,0.188525133,13.64814408,2.75E-06
1.102088772,608.6903598,24.28948434,6.85E-13,2.50E-06,0.681885301,10.65483733,2.76E-06
1.001098207,564.2319422,65.25099286,7.99E-13,2.75E-06,0.544403354,1.451365117,2.76E-06
1.192003756,489.0195366,39.14706337,8.78E-13,2.31E-06,0.355588511,14.73772476,2.76E-06
1.080909665,982.2399291,84.84211395,8.43E-13,2.55E-06,0.145674522,5.361619794,2.76E-06
1.106724803,589.8397679,52.10845323,1.17E-12,2.49E-06,0.310283278,4.895209022,2.76E-06
1.088811313,167.6430159,86.28497675,5.21E-13,2.53E-06,0.397873603,13.80001559,2.76E-06
1.11913984,190.8546368,55.07238617,8.12E-13,2.47E-06,0.534011238,13.26637123,2.76E-06
1.106891841,792.872116,51.86981983,1.11E-12,2.49E-06,0.373285272,5.72644489,2.76E-06
0.996164877,437.90918,49.34851934,1.19E-12,2.77E-06,0.750264325,1.456098241,2.76E-06
1.151350178,926.1359424,42.69152362,6.57E-13,2.40E-06,0.648430205,12.97103018,2.76E-06
1.077897831,312.4547292,35.26087938,1.27E-12,2.56E-06,0.743935539,12.36973523,2.76E-06
0.82910323,791.5092761,66.79517545,7.68E-13,3.34E-06,0.573182186,7.940067184,2.77E-06
0.858918508,955.762112,74.66405554,6.82E-13,3.22E-06,0.184071346,7.30213828,2.77E-06
1.090681885,279.1416154,70.09159448,1.13E-12,2.54E-06,0.751281259,3.400565545,2.77E-06
1.152575086,761.117665,25.05241082,1.39E-12,2.41E-06,0.401392388,1.031842219,2.77E-06
1.033255466,438.0989956,87.08199851,8.08E-13,2.68E-06,0.645790114,12.42534273,2.77E-06
0.978156684,567.9860188,52.37786734,6.68E-13,2.84E-06,0.669504918,2.092408054,2.77E-06
1.155709943,816.2477004,30.81983273,5.15E-13,2.40E-06,0.797440387,10.05702694,2.77E-06
0.847344518,161.5533481,39.00603273,1.41E-12,3.28E-06,0.864750453,11.99025499,2.78E-06
1.105807046,186.8514663,98.22920288,8.28E-13,2.51E-06,0.230119098,3.90299259,2.78E-06
0.863177338,928.8183116,94.50109146,8.33E-13,3.22E-06,0.506056001,7.989556291,2.78E-06
0.944328408,347.5588987,63.33651032,1.37E-12,2.94E-06,0.417693522,0.660309049,2.78E-06
1.090995665,853.0700639,85.08901252,1.17E-12,2.55E-06,0.21556123,5.9271378,2.78E-06
1.036153538,501.2939965,46.35207727,7.30E-13,2.68E-06,0.592884821,5.068023043,2.78E-06
0.980110647,513.3091442,48.7957893,1.48E-12,2.84E-06,0.455849613,12.74215647,2.78E-06
1.102889581,630.4264288,63.17839274,1.08E-12,2.52E-06,0.832548382,2.211156249,2.78E-06
0.962489081,912.5295001,45.74331801,1.35E-12,2.89E-06,0.281760274,13.46300328,2.78E-06
0.838064631,697.5580524,27.37203697,8.41E-13,3.32E-06,0.645131191,5.793565491,2.79E-06
0.853566437,254.4578863,52.4544461,5.42E-13,3.26E-06,0.668498139,10.96059998,2.79E-06
1.028231704,448.6415615,36.00890693,1.22E-12,2.71E-06,0.170836628,1.057890617,2.79E-06
1.05559965,525.8270742,80.06641596,8.96E-13,2.64E-06,0.181575967,8.823901902,2.79E-06
0.892341182,707.101631,39.84144717,5.88E-13,3.12E-06,0.541597726,14.56231338,2.79E-06
0.933400056,220.0363378,57.70002659,1.13E-12,2.99E-06,0.333824059,3.584665466,2.79E-06
0.905777368,573.5272865,21.77679504,7.59E-13,3.08E-06,0.138440613,5.811863254,2.79E-06
1.127960422,602.9668736,20,7.40E-13,2.48E-06,0.716185106,8.87911099,2.80E-06
1.134250166,711.5358798,65.27034777,7.46E-13,2.47E-06,0.761591639,7.83529212,2.80E-06
1.108150466,250.2774121,26.66180115,1.38E-12,2.53E-06,0.504772246,8.229405124,2.80E-06
1.04564964,116.7732646,58.75467881,1.08E-12,2.68E-06,0.161031815,11.45206378,2.80E-06
1.067545265,450.0937419,76.58505409,7.86E-13,2.62E-06,0.417485701,6.093846433,2.80E-06
0.807566127,607.7822029,68.01958746,1.20E-12,3.47E-06,0.403652702,3.964964032,2.80E-06
0.960772578,641.5500143,88.52102844,1.42E-12,2.92E-06,0.469171339,12.27373592,2.80E-06
1.036804312,751.9286546,77.84711704,6.59E-13,2.70E-06,0.13502035,10.26680746,2.80E-06
1.099453006,112.3438503,32.70919502,8.12E-13,2.55E-06,0.577713165,13.86497481,2.81E-06
0.989682582,183.0008188,48.55941769,1.23E-12,2.84E-06,0.561270682,10.27222898,2.81E-06
0.828913147,551.0958012,96.85082048,1.41E-12,3.39E-06,0.699610198,0.677715061,2.81E-06
0.883116654,397.0812233,31.59658686,8.76E-13,3.19E-06,0.198590968,6.007644863,2.81E-06
0.843726124,507.1580726,29.54518474,7.96E-13,3.34E-06,0.184807825,12.87493881,2.82E-06
0.889146822,582.6590547,67.84187136,6.44E-13,3.17E-06,0.331715043,0.652403696,2.82E-06
1.042665494,387.4414976,45.64079535,7.17E-13,2.70E-06,0.894875099,14.19600426,2.82E-06
0.83699299,697.2476676,83.6258163,8.75E-13,3.37E-06,0.181543307,13.26274421,2.82E-06
0.821561848,456.5275559,94.47792714,1.49E-12,3.43E-06,0.809634474,3.661600445,2.82E-06
0.803441883,573.1800681,89.51998831,9.76E-13,3.51E-06,0.513303206,10.57263821,2.82E-06
1.123928938,962.0606199,30.96446776,1.12E-12,2.51E-06,0.671876318,9.597308933,2.82E-06
0.938631395,803.8609309,65.94573761,1.03E-12,3.01E-06,0.631318491,7.629429234,2.82E-06
1.076620366,908.265856,69.05787557,9.50E-13,2.62E-06,0.484591791,10.63659828,2.82E-06
0.831265533,353.1666001,66.96731692,8.02E-13,3.40E-06,0.10873107,13.81338352,2.83E-06
1.147617306,932.3821504,22.45343219,1.04E-12,2.46E-06,0.433911912,6.083377609,2.83E-06
1.14024348,607.1951195,83.40005199,1.15E-12,2.48E-06,0.672107591,3.754048357,2.83E-06
1.023210239,292.2220848,30.87866503,1.14E-12,2.77E-06,0.703730896,7.232869174,2.83E-06
0.893923839,733.2442031,86.51931514,1.36E-12,3.17E-06,0.634323265,10.98431391,2.84E-06
0.805061248,484.7556348,61.94610099,8.82E-13,3.53E-06,0.39352637,14.93704708,2.84E-06
0.813772789,371.7201347,50.99880583,9.24E-13,3.50E-06,0.303703724,13.93804197,2.85E-06
0.84923545,906.0983176,77.93025743,1.47E-12,3.35E-06,0.847548003,13.95934022,2.85E-06
1.025918706,574.8230444,75.39254404,1.36E-12,2.78E-06,0.441712068,4.878760067,2.85E-06
1.179753724,592.7727175,76.91161562,1.32E-12,2.42E-06,0.460765573,8.320673574,2.85E-06
1.139870662,330.8737897,59.36635628,1.40E-12,2.50E-06,0.369931757,3.304047249,2.85E-06
0.933918193,507.7725425,89.65139404,1.08E-12,3.06E-06,0.9,8.387632363,2.85E-06
1.052831402,767.7324043,69.14189681,1.25E-12,2.71E-06,0.77340373,5.316180208,2.86E-06
1.003323074,931.1970889,76.37983481,1.11E-12,2.85E-06,0.791954317,11.7170137,2.86E-06
1.028996528,537.7863456,84.5188845,7.30E-13,2.78E-06,0.260645144,4.022489071,2.86E-06
1.096691628,215.3687745,28.03754253,1.46E-12,2.61E-06,0.434888702,11.70656669,2.86E-06
1.025397953,803.1830133,65.19490851,1.30E-12,2.79E-06,0.845617129,8.387690111,2.86E-06
1.080865108,330.6611204,86.09652158,1.20E-12,2.65E-06,0.544992967,6.118974877,2.86E-06
1.048551574,504.8123961,37.33512527,6.04E-13,2.73E-06,0.413039366,12.31791152,2.87E-06
1.057007288,940.2399814,87.31095815,1.21E-12,2.71E-06,0.636288848,6.209782014,2.87E-06
0.984667048,239.3519352,61.76476993,6.48E-13,2.91E-06,0.166105147,5.561392405,2.87E-06
0.880723633,624.9267873,89.04122843,6.88E-13,3.26E-06,0.695081901,4.125122639,2.87E-06
0.845860476,237.0022678,56.76734676,1.07E-12,3.39E-06,0.77061112,5.545798341,2.87E-06
1.137263354,579.1850529,89.70085747,8.77E-13,2.53E-06,0.253173485,10.01724144,2.87E-06
0.949091827,974.2692127,92.80652707,1.16E-12,3.03E-06,0.744144796,6.051219159,2.87E-06
0.887429957,515.3187328,24.98947942,9.80E-13,3.24E-06,0.229039881,14.54384746,2.87E-06
0.919879253,322.3905736,84.59280328,9.25E-13,3.13E-06,0.885642852,4.910517239,2.88E-06
1.190080528,336.1015113,64.6365339,9.79E-13,2.42E-06,0.812148839,9.590719707,2.88E-06
0.905912021,122.5090389,97.48149108,1.13E-12,3.18E-06,0.693702766,11.94089835,2.88E-06
1.03204748,799.2856234,60.43461525,1.08E-12,2.79E-06,0.316542775,11.94436276,2.88E-06
0.892565263,489.2692959,98.16657533,8.09E-13,3.23E-06,0.213920737,1.765572864,2.89E-06
1.006661204,251.5733284,38.16561704,1.35E-12,2.87E-06,0.399650249,1.755762006,2.89E-06
0.812687913,227.7628637,41.30821807,5.65E-13,3.55E-06,0.801260661,12.08959309,2.89E-06
1.188251616,759.8754792,91.29241613,6.30E-13,2.43E-06,0.100879679,11.21070376,2.89E-06
0.8446328,185.7248665,58.7048526,1.17E-12,3.42E-06,0.419972451,6.065749917,2.89E-06
0.966225272,285.6264574,74.16866214,5.84E-13,2.99E-06,0.394519479,9.127538793,2.89E-06
0.992799081,948.9558706,78.48561635,8.35E-13,2.91E-06,0.272500273,7.251453627,2.89E-06
1.034307875,165.8687414,67.35201831,9.85E-13,2.80E-06,0.536474313,14.09429504,2.90E-06
0.819132016,964.6867883,58.10685049,1.42E-12,3.54E-06,0.595625721,3.842219369,2.90E-06
1.066683737,908.2793651,50.66821305,1.01E-12,2.72E-06,0.77561009,6.483532117,2.90E-06
1.15651261,699.0354095,30.71671908,1.03E-12,2.51E-06,0.6442587,11.81572631,2.90E-06
1.045891062,211.8589823,36.09796359,8.94E-13,2.78E-06,0.221509135,3.222338462,2.90E-06
0.926267303,814.6981171,44.67086974,9.26E-13,3.14E-06,0.11530298,1.66399003,2.91E-06
0.936614187,703.2283159,20.319548,5.66E-13,3.10E-06,0.531095747,5.605289841,2.91E-06
1.090922509,563.6447658,24.65199324,1.05E-12,2.66E-06,0.485196857,3.494060749,2.91E-06
0.839348284,805.800313,63.36223989,1.35E-12,3.46E-06,0.5121787,5.693328209,2.91E-06
1.03417485,415.5579184,53.05652153,1.36E-12,2.81E-06,0.579778876,6.833243379,2.91E-06
0.879952016,399.6570326,32.51233602,5.34E-13,3.31E-06,0.613093731,14.73313307,2.91E-06
0.810318653,298.2615323,80.18459964,1.10E-12,3.59E-06,0.192411283,12.42581327,2.91E-06
1.175648988,322.2092273,30.58219357,5.53E-13,2.48E-06,0.272236875,3.391790087,2.91E-06
0.817888411,199.0592363,25.95614111,1.26E-12,3.56E-06,0.672094512,10.57150569,2.91E-06
0.834751483,994.7909777,47.70909696,9.11E-13,3.49E-06,0.524573075,1.703740469,2.92E-06
0.992179724,772.0488555,35.03211368,1.12E-12,2.94E-06,0.894549977,1.842380091,2.92E-06
0.848454553,322.3830425,71.83263142,1.24E-12,3.44E-06,0.175729615,5.049346734,2.92E-06
1.104080923,621.5402763,38.56756445,7.66E-13,2.65E-06,0.514414999,5.53741104,2.92E-06
0.900869806,694.0118918,88.53372042,1.04E-12,3.25E-06,0.553552793,11.67669096,2.92E-06
1.145767661,377.6764219,78.19678756,1.49E-12,2.55E-06,0.61498805,12.19700216,2.93E-06
1.147673196,293.9522276,85.5160235,1.48E-12,2.55E-06,0.672033125,5.508811951,2.93E-06
1.034355076,718.6347416,65.98768559,1.01E-12,2.83E-06,0.529962439,11.82064217,2.93E-06
1.097503577,601.5792405,65.02253798,1.06E-12,2.67E-06,0.141789897,3.074648305,2.93E-06
1.053743409,413.2059403,86.55953471,9.42E-13,2.78E-06,0.136100608,1.754257866,2.93E-06
1.181250825,834.60417,69.79524324,1.00E-12,2.48E-06,0.692815395,7.457504709,2.93E-06
1.016028298,553.6398795,65.46148195,7.72E-13,2.89E-06,0.305740692,4.298647171,2.93E-06
1.128190675,442.6992961,88.14890638,5.93E-13,2.60E-06,0.787466507,3.204965516,2.94E-06
1.17626337,968.0285036,95.96238601,6.35E-13,2.50E-06,0.705355938,3.686263117,2.94E-06
0.889485069,546.482327,31.63040964,7.90E-13,3.31E-06,0.558795093,11.54015306,2.94E-06
0.808668443,298.7747649,94.47637588,1.32E-12,3.64E-06,0.676086546,6.416014328,2.95E-06
0.972687653,782.5044302,25.65062195,8.47E-13,3.03E-06,0.169200931,1.859772985,2.95E-06
0.874074304,810.9830366,91.11322618,5.78E-13,3.37E-06,0.399020343,7.551101275,2.95E-06
1.186935537,968.7446218,31.3461808,1.02E-12,2.49E-06,0.506926008,3.664485754,2.95E-06
1.021657589,890.184712,47.2488559,7.21E-13,2.89E-06,0.645286658,14.57980869,2.95E-06
1.100333557,889.4430992,46.90149121,5.37E-13,2.68E-06,0.587566312,11.23595544,2.95E-06
0.994365988,854.6067462,50.83389671,1.02E-12,2.97E-06,0.790695054,10.74675042,2.95E-06
1.131192556,234.6469535,27.58777694,5.94E-13,2.61E-06,0.362550356,5.491932652,2.96E-06
0.82359222,706.4889663,80.31798596,1.38E-12,3.59E-06,0.136158107,1.749478398,2.96E-06
0.841379299,572.094374,26.4361895,9.84E-13,3.51E-06,0.579018937,14.36235804,2.96E-06
0.94647482,770.3819807,36.2246382,7.89E-13,3.13E-06,0.335678404,13.57105039,2.96E-06
0.836909206,221.0919034,97.78594655,1.24E-12,3.53E-06,0.841728668,3.9222953,2.96E-06
0.85098098,777.4391495,68.14806185,1.02E-12,3.48E-06,0.429908856,1.796840004,2.96E-06
0.886660542,723.9827065,63.43549646,9.41E-13,3.34E-06,0.393316302,8.183190608,2.96E-06
1.158125415,648.5428185,22.59412167,1.32E-12,2.56E-06,0.688486245,11.4299446,2.96E-06
0.837162797,322.8388987,60.21212623,5.17E-13,3.54E-06,0.226232861,3.33109968,2.96E-06
0.818763738,283.0584171,92.17456548,1.09E-12,3.62E-06,0.675665441,9.033733664,2.96E-06
0.995159482,731.8069438,23.65067049,1.18E-12,2.98E-06,0.450319096,2.146023601,2.97E-06
0.884108884,747.6564277,54.82508199,1.34E-12,3.36E-06,0.879096474,5.499410472,2.97E-06
0.959706152,813.2486049,32.3076806,8.35E-13,3.10E-06,0.684797233,1.419838725,2.97E-06
1.167434355,465.230013,70.55971273,1.35E-12,2.55E-06,0.697459308,4.583738226,2.97E-06
0.945514003,107.3595754,22.56471955,8.95E-13,3.15E-06,0.616275221,1.587851734,2.98E-06
1.173730075,224.2173618,92.20137039,1.09E-12,2.54E-06,0.214387427,14.46359574,2.98E-06
0.989064783,304.0550149,46.65739169,7.64E-13,3.01E-06,0.570421223,12.88688825,2.98E-06
0.882165224,939.8552798,28.11065401,6.22E-13,3.38E-06,0.662979276,9.900905578,2.98E-06
0.99519613,281.3368468,21.88744216,6.11E-13,3.00E-06,0.353301157,13.58852545,2.98E-06
0.876051941,930.0854991,43.49184384,9.37E-13,3.41E-06,0.793788869,14.77328101,2.99E-06
0.904169637,434.8982613,91.69467686,8.86E-13,3.31E-06,0.874696805,14.14189521,2.99E-06
1.160028276,252.2809507,46.01209409,7.76E-13,2.58E-06,0.673249785,0.757622348,2.99E-06
0.830899735,213.6837661,77.87569214,1.24E-12,3.61E-06,0.866249527,6.571696846,3.00E-06
0.926326793,581.9150874,71.03786027,1.13E-12,3.24E-06,0.63644985,14.28287732,3.00E-06
0.801385098,309.3729075,90.26600944,8.02E-13,3.74E-06,0.508276781,5.840938042,3.00E-06
1.044316473,852.7648554,35.72955152,6.47E-13,2.87E-06,0.859893463,3.765242306,3.00E-06
0.998977692,276.4019402,51.87272664,7.95E-13,3.01E-06,0.795276345,4.957851094,3.00E-06
0.863902516,180.2356438,98.8729141,1.35E-12,3.48E-06,0.277439021,8.413596208,3.00E-06
0.834510006,791.7683976,68.78763707,8.28E-13,3.60E-06,0.160344301,14.98624961,3.00E-06
0.878980192,695.5042953,29.18979175,1.34E-12,3.42E-06,0.48024996,11.97256852,3.01E-06
1.196327512,344.8281872,28.81046109,1.19E-12,2.51E-06,0.376091382,2.970989278,3.01E-06
0.842859769,371.4436679,79.69836352,1.47E-12,3.57E-06,0.411836356,1.045827288,3.01E-06
0.960851846,769.2254228,97.25943922,7.57E-13,3.13E-06,0.701115465,12.84912281,3.01E-06
1.072498403,149.2652506,74.15735991,6.71E-13,2.80E-06,0.20351635,2.554001303,3.01E-06
1.197190325,958.6939816,23.05449932,8.96E-13,2.51E-06,0.66280363,6.779597609,3.01E-06
1.162731874,455.6717217,59.00837267,9.49E-13,2.59E-06,0.160327601,12.00311581,3.01E-06
1.126714629,840.6381079,66.92190861,1.19E-12,2.67E-06,0.349078719,4.205228987,3.01E-06
1.155566678,135.4539689,49.30605267,1.06E-12,2.61E-06,0.537778923,2.697338128,3.01E-06
1.054434494,826.88062,33.24342396,8.26E-13,2.86E-06,0.661615816,7.087896237,3.01E-06
1.124916118,715.680167,76.11239542,5.63E-13,2.68E-06,0.822436123,5.963667529,3.01E-06
0.829673326,194.4437578,66.18389846,7.46E-13,3.63E-06,0.678463387,6.515034953,3.01E-06
0.925142524,358.020303,73.29912576,1.32E-12,3.26E-06,0.642081624,12.3195212,3.02E-06
1.006008641,148.4791287,95.27716358,1.38E-12,3.00E-06,0.306483936,0.876463795,3.02E-06
0.887345658,630.5651047,22.3469497,5.34E-13,3.40E-06,0.607930285,3.163681837,3.02E-06
1.0848313,805.3380692,49.3580225,7.51E-13,2.79E-06,0.765571573,1.885550526,3.02E-06
