Voltage (V),Frequency (MHz),Temperature (°C),Capacitance (F),Leakage Current (A),Switching Activity,Circuit Area (mm²),Power 
1.098470684,268.9712954,79.52345277,7.33E-13,4.60E-06,0.332810578,14.6411377,0.005057921
0.857457069,124.9554465,72.52928844,7.13E-13,4.39E-06,0.184600389,0.806086377,0.003766399
0.918702349,338.6914809,28.29625794,8.65E-13,4.78E-06,0.580576008,5.596279791,0.004388434
1.102559582,784.492317,65.88294666,1.11E-12,3.09E-06,0.468549286,8.369336393,0.003405672
0.877170871,803.7257072,21.64794861,5.12E-13,3.43E-06,0.633022402,14.71048735,0.003006127
0.972114833,905.7355374,77.97114395,1.08E-12,4.59E-06,0.399625575,11.29355408,0.004464473
1.027284562,973.6428241,40.74089,5.35E-13,3.69E-06,0.752123723,2.870760518,0.003793789
0.994814145,785.8632834,24.98994321,1.24E-12,2.88E-06,0.718961094,9.88622203,0.00286335
0.878279624,872.2737006,88.06012042,1.24E-12,4.92E-07,0.574938766,11.86819847,0.000432351
0.926374832,229.7513481,51.92368941,5.96E-13,1.46E-06,0.842245769,10.67192942,0.001348168
0.991160362,913.1360864,26.0616812,6.53E-13,3.15E-06,0.10640656,12.41098386,0.003123948
1.103970416,586.5047904,79.82297152,1.23E-12,3.24E-06,0.766325735,6.520120661,0.003573337
1.042175138,202.5209799,33.5878399,6.64E-13,2.98E-06,0.178780259,12.47767045,0.003103098
0.939687197,923.8611586,58.76879835,1.42E-12,2.05E-06,0.649715382,13.35097104,0.001931328
0.905730336,990.8327164,79.32372376,5.96E-13,1.10E-06,0.525632749,12.39271182,0.000994153
0.840630579,530.8760691,31.55893155,5.66E-13,4.08E-06,0.469178425,1.398216596,0.003426044
0.913524198,658.841663,64.83089733,5.65E-13,2.58E-06,0.254360455,13.07505755,0.002359474
1.127736336,991.8622077,38.50502518,7.60E-13,3.36E-06,0.8175958,4.071844581,0.003788429
1.05573915,879.9301837,21.35620685,9.09E-13,3.90E-06,0.676175396,9.43407278,0.004115113
0.979141333,227.1058191,21.13783025,6.47E-13,3.80E-06,0.40227568,8.970352231,0.003723814
0.842973442,642.4563278,29.72354129,1.35E-12,3.66E-06,0.270057298,10.64105171,0.003084985
1.094101005,227.6244463,29.05609712,1.20E-12,4.03E-06,0.765086559,5.967874557,0.004411597
1.079002817,327.2516546,91.32646024,1.16E-12,4.78E-06,0.723047484,11.08201481,0.005157898
1.175523043,882.8411887,34.39075147,9.33E-13,4.34E-06,0.883073076,10.08771768,0.00510408
0.993153592,131.6840405,67.39542061,7.48E-13,2.72E-06,0.688013159,12.54837272,0.002701188
1.024889836,161.9757203,76.40329381,1.01E-12,2.45E-06,0.458041943,13.89794554,0.002515835
1.093659165,219.3945077,88.17135532,7.26E-13,1.12E-06,0.314334634,11.66990353,0.001219776
0.817357998,856.9186253,89.51000569,9.32E-13,1.76E-06,0.472881635,6.290534219,0.001440782
0.895313663,128.6303566,62.99528478,9.60E-13,1.96E-06,0.392960701,4.42988457,0.001758254
0.983875707,588.2391059,77.14578314,5.91E-13,1.97E-06,0.402493499,3.212513233,0.001943009
1.088942941,526.7928408,41.51461929,1.12E-12,4.36E-06,0.897826168,10.01306505,0.004744349
1.098364667,695.2634969,21.41749086,9.48E-13,4.89E-06,0.315473445,11.38854164,0.005374802
0.994066909,816.7865966,22.87161156,6.33E-13,4.56E-07,0.789503212,14.29327563,0.000453665
1.166464375,891.9306746,33.78433784,8.75E-13,3.32E-06,0.348293309,6.617734587,0.003876903
0.88665528,613.9024934,56.74043828,7.73E-13,3.52E-06,0.850912911,1.381040242,0.003122573
1.00117793,195.5175927,91.8656125,6.22E-13,4.92E-06,0.735399462,1.896444896,0.004927547
1.193035709,136.481291,37.04040478,6.55E-13,2.44E-06,0.143125832,3.758690152,0.002905677
0.929538203,926.3882184,79.26923072,9.23E-13,2.36E-06,0.443238541,13.35643442,0.002198005
1.178094054,809.2183991,90.34626626,1.36E-12,4.44E-06,0.282822392,3.328423976,0.005231749
0.965639994,983.6486384,76.54348557,5.41E-13,4.26E-06,0.732958502,13.94018781,0.004113934
0.878783613,591.4750187,63.12525181,9.39E-13,3.33E-06,0.153840367,5.587897141,0.002927337
0.831121733,923.7388461,42.22431298,9.19E-13,4.29E-07,0.53974194,14.35865995,0.000356466
1.101029691,390.8083926,37.37533687,1.47E-12,4.78E-06,0.604448089,14.28984519,0.005260252
1.098114319,275.1512207,76.14065676,9.91E-13,4.55E-06,0.164477457,3.738521799,0.004998569
0.960905362,488.7324606,65.31874888,1.27E-12,3.81E-06,0.22589852,2.556443569,0.003657682
1.022723634,956.6147861,59.01090634,1.03E-12,4.68E-06,0.855866162,5.250465949,0.00478346
1.178451314,532.555442,24.19150581,5.25E-13,8.88E-07,0.350265015,6.580076329,0.00104709
1.000210387,884.7972753,75.57241361,1.42E-12,1.40E-06,0.115777038,14.22845371,0.001395465
1.038953606,610.9150798,52.76299027,1.03E-12,1.80E-06,0.393893408,9.922943226,0.001869462
1.030235648,752.285059,74.9321526,1.35E-12,4.65E-06,0.793402139,11.35605542,0.004794199
0.85336259,906.6305375,74.9582925,1.43E-12,1.52E-06,0.489211941,13.46778894,0.001296202
0.915607737,901.2352638,33.35809261,8.76E-13,2.91E-07,0.308575539,11.5865093,0.000266237
0.872130464,378.5319247,29.70016347,1.27E-12,3.13E-06,0.701858247,1.653783949,0.002727202
0.946508816,784.674466,91.20229814,5.55E-13,3.39E-07,0.555776701,5.671382402,0.000320615
1.175492395,209.8877835,62.20346925,6.75E-13,4.74E-06,0.89279216,0.729192016,0.005567206
0.821368141,234.4350562,44.61436315,9.19E-13,2.75E-06,0.293333905,12.26046574,0.002255047
0.983249893,922.0314825,23.00258642,1.42E-12,4.73E-06,0.737637385,3.25289398,0.004652983
0.959098301,505.8773048,32.76862419,8.91E-13,3.42E-06,0.817734881,6.128893601,0.003276938
0.882486069,776.8705414,99.26816947,5.56E-13,1.21E-06,0.778738927,12.35831747,0.00107084
1.077610886,580.197465,96.21175408,6.93E-13,1.70E-06,0.110576638,6.927634202,0.001834493
1.160034354,737.0520276,29.17508289,5.91E-13,4.49E-06,0.101453896,14.76273886,0.005212894
1.103693252,689.5715688,59.62316794,8.82E-13,4.15E-06,0.300359627,2.818943024,0.004579521
0.986392866,715.3979143,87.30523462,1.15E-12,1.68E-06,0.233758543,2.250048485,0.00165413
1.111394694,822.0939059,99.59816287,8.16E-13,2.00E-06,0.360299745,6.294348788,0.002220015
1.11493543,323.2421354,93.91353766,6.34E-13,7.03E-07,0.180647632,2.442343174,0.000783511
0.834206902,138.2710376,53.37004061,6.96E-13,3.53E-07,0.561377437,2.939579799,0.000294579
1.111945979,446.7762858,54.72094992,1.42E-12,2.50E-06,0.562468656,6.178766239,0.002781589
0.932856897,632.2344812,50.77776789,9.10E-13,2.11E-06,0.506375273,10.85413117,0.001967314
1.118072641,222.0271818,36.23392207,7.90E-13,1.89E-06,0.628746085,1.26260448,0.002115228
0.877196415,605.1748217,82.51966027,8.74E-13,1.32E-06,0.715689117,4.036372227,0.001157495
1.180900607,613.0817893,44.24313195,1.08E-12,3.61E-06,0.807452113,1.362467013,0.004266351
1.193232243,734.2617846,87.10941713,1.41E-12,1.35E-06,0.766993404,7.489569479,0.001612935
0.922257041,194.3970456,71.44069722,1.29E-12,1.13E-07,0.513112366,4.420551919,0.000104779
0.903133581,600.0927939,21.98845765,1.06E-12,2.11E-06,0.528567438,7.537641043,0.00190239
1.069566219,297.8470276,36.72356773,5.42E-13,3.73E-06,0.130445623,4.625805058,0.003992391
1.17131065,410.0339792,23.53498665,6.44E-13,1.73E-06,0.205233459,2.721979678,0.002024109
1.051201446,926.1351154,57.7199146,1.03E-12,8.56E-07,0.123952298,4.984164934,0.000899631
0.821092734,113.1255241,27.08723897,7.80E-13,4.94E-06,0.78758231,2.583198862,0.004060215
1.110551813,244.2321639,44.20579704,1.07E-12,2.82E-07,0.226955929,8.560230334,0.000313467
0.92466381,788.1336562,47.67144731,1.08E-12,2.33E-06,0.425504598,12.89756365,0.002152785
1.02049842,784.6828527,53.63870204,6.56E-13,4.53E-06,0.189248122,6.535650379,0.00462674
0.874859255,984.5866917,39.65240227,1.28E-12,5.17E-07,0.839993969,3.142424695,0.000452762
0.968874597,967.9525568,67.46943803,1.19E-12,2.82E-06,0.328232573,4.508170977,0.002732446
0.910668434,545.3462979,71.11735972,9.55E-13,4.58E-06,0.173641561,3.859484786,0.004169886
1.138861497,461.7300589,61.45520084,1.16E-12,4.74E-06,0.694951455,10.98966289,0.005400421
1.166731103,133.5100691,63.70681545,5.81E-13,4.90E-06,0.177892872,8.625126876,0.005715432
0.991591329,427.1982713,67.49497137,7.87E-13,3.56E-06,0.823237154,9.965957413,0.003528898
1.099405527,892.0823347,98.06878979,6.00E-13,3.35E-06,0.111129261,10.6054465,0.003686601
0.951993022,361.2015032,52.25887423,7.20E-13,4.39E-06,0.680068985,11.9723854,0.004176375
0.806267475,749.2645889,80.20135396,1.37E-12,2.66E-06,0.71894702,7.627439911,0.002144247
1.055370406,452.1525401,33.1947026,1.29E-12,5.01E-07,0.412395503,13.16680745,0.000528508
0.964763957,124.5449885,73.44966384,7.24E-13,7.81E-07,0.479525735,1.150025617,0.000753713
1.172060963,993.6618397,24.99950165,1.20E-12,1.57E-06,0.142432198,1.162659598,0.00184238
1.098298784,959.5242798,62.95387333,6.40E-13,2.46E-06,0.778570153,1.965903544,0.002701125
1.051248788,742.484054,79.76170595,1.10E-12,4.26E-06,0.110872048,13.73596543,0.004475196
0.949966528,799.3095019,65.736231,5.48E-13,3.75E-06,0.612022014,5.033534566,0.003562668
0.996112688,749.9863779,91.31319064,1.42E-12,1.58E-07,0.561467954,5.419718042,0.000157534
1.053376405,557.9725789,71.23634437,9.47E-13,2.84E-07,0.496043738,3.011509937,0.000299117
1.081964497,292.121894,92.00197973,5.36E-13,4.03E-07,0.451974907,5.000706913,0.000435725
1.063127533,641.6293967,82.85774206,1.48E-12,3.59E-06,0.186454052,5.846716368,0.003820237
0.813419199,814.0373382,33.46768389,8.62E-13,1.25E-06,0.8899338,8.487808753,0.00101883
1.013613908,573.1584574,83.98184377,1.01E-12,1.56E-06,0.387773786,10.35719981,0.001585046
0.945710473,708.7353087,31.18639853,1.11E-12,4.61E-06,0.273921227,3.554281823,0.004361898
0.866458817,887.1243788,91.35183787,7.46E-13,3.13E-06,0.545270186,2.991473087,0.002712882
0.93519908,439.4575885,93.17555082,5.29E-13,3.37E-06,0.15875626,10.15816876,0.003149791
1.050654145,166.4677302,55.90811347,1.26E-12,4.87E-06,0.214552673,14.30317366,0.005118083
1.051015781,197.1086451,37.74873184,6.05E-13,1.23E-06,0.803729804,0.888256454,0.00129057
0.897908385,799.6314381,86.10017702,8.17E-13,4.59E-06,0.578074555,13.90918541,0.00411989
1.124448555,586.6445609,76.52228611,1.25E-12,4.67E-06,0.6044632,4.807350624,0.005255893
0.858974326,710.5741463,91.74155045,8.19E-13,4.87E-06,0.222038913,4.637564977,0.004179222
1.048130978,455.1501989,69.75915707,1.39E-12,1.74E-06,0.85125854,7.540726682,0.001820704
0.819084251,696.0823685,32.27848298,5.97E-13,2.03E-06,0.116682506,5.112857563,0.00166113
1.043341317,383.358104,46.13647755,7.83E-13,8.57E-07,0.338281783,9.905374176,0.000894607
0.950023973,425.1858624,41.0962635,1.26E-12,2.45E-06,0.464901527,14.21824571,0.002328984
1.00415045,878.311549,73.57449168,1.42E-12,2.46E-06,0.756117843,3.33588862,0.002473561
0.950124525,318.7081141,54.94313283,1.48E-12,1.29E-06,0.193190699,3.957663448,0.00122933
0.809638186,126.6475407,92.13182602,8.30E-13,3.33E-06,0.581737074,5.545907555,0.00269916
1.136375827,347.0765513,83.75387483,1.00E-12,4.86E-06,0.874001752,6.865749141,0.005518047
1.032309913,661.9911566,88.65129844,1.05E-12,4.56E-06,0.629789126,7.861990336,0.00470871
1.018033825,579.2850158,97.99214085,8.27E-13,2.59E-06,0.570210968,14.89868291,0.002639854
0.831221438,332.8950694,54.88108607,1.33E-12,2.27E-06,0.32650188,1.952385296,0.001889933
1.188304231,834.3641002,50.49628739,6.64E-13,1.00E-06,0.715068428,1.214909977,0.00118899
0.984407742,421.7560871,61.34846934,5.30E-13,1.95E-06,0.78577754,11.9269213,0.00192061
0.964361545,301.3750697,36.18973478,1.48E-12,4.91E-06,0.66204018,5.401100422,0.004739235
0.808717119,492.1187193,68.3921432,1.15E-12,3.46E-06,0.438788486,14.48615788,0.002794895
0.848112379,388.8484355,74.45756556,1.43E-12,1.62E-06,0.631268804,8.686906269,0.001371172
1.160754397,711.991087,26.08923455,8.79E-13,4.11E-06,0.453508573,4.441503173,0.004765638
1.047357999,361.1670145,94.12708821,1.40E-12,5.18E-07,0.857338042,8.863477743,0.000542535
0.911186133,482.3251056,71.96389377,1.41E-12,9.99E-07,0.780880047,2.553699751,0.000910903
1.048300717,104.2480327,59.13514964,5.69E-13,3.39E-06,0.863640882,3.949472445,0.003550729
0.873280807,713.875766,83.49588446,1.12E-12,2.44E-06,0.123137062,5.71139814,0.002132023
0.868090217,338.673144,41.04968119,5.83E-13,2.55E-07,0.270783561,11.02660164,0.000221722
0.967189597,442.2164144,64.68439267,8.30E-13,7.44E-07,0.633838421,3.562760119,0.000719672
0.999593499,579.4477491,68.24617489,8.86E-13,4.49E-06,0.446616411,3.827563323,0.004491868
1.109188856,487.8115923,77.25168392,1.15E-12,3.65E-06,0.338726755,9.457918817,0.004046531
1.089284356,476.9872819,39.11674584,9.85E-13,2.46E-06,0.192058088,14.76942501,0.00267446
1.032181657,303.0999597,38.66408139,8.66E-13,1.33E-07,0.177132574,4.669806305,0.000136844
1.095681157,150.1213157,32.80470157,1.33E-12,4.98E-06,0.325676083,9.367539946,0.005458278
1.069826367,127.2496223,45.55121005,6.35E-13,2.11E-06,0.713570662,9.360562696,0.002258663
1.085409873,775.5466879,75.47612267,9.66E-13,4.89E-06,0.3374831,14.30897365,0.00530602
0.964607892,264.9939901,43.19733038,7.98E-13,2.57E-06,0.287128311,12.12549705,0.002482883
1.061085799,771.3670343,73.44946433,6.94E-13,1.04E-06,0.701199123,3.654763467,0.001106884
1.043264067,673.4477684,87.86829794,9.58E-13,2.98E-06,0.523398904,14.572256,0.003105807
1.014974448,308.1984269,22.91699859,1.27E-12,1.66E-06,0.67435461,9.107863881,0.001680148
1.192836397,424.5117414,74.23951932,8.27E-13,2.01E-06,0.143362737,5.338524722,0.002402485
0.848643944,122.8400382,70.31144038,6.93E-13,1.49E-06,0.214668044,4.842182701,0.001261573
1.08520348,497.862201,83.65882943,1.38E-12,1.63E-06,0.650822718,14.45980152,0.001774805
0.907564674,139.0617611,29.35004964,7.12E-13,1.89E-06,0.571265829,7.899299625,0.001712213
0.839472346,123.3593981,91.14941354,9.37E-13,4.26E-06,0.315633232,5.803890324,0.003575802
1.039401163,189.5026902,48.46535181,1.02E-12,4.93E-07,0.32868487,7.389018268,0.000512861
1.018132542,190.5298607,43.59017457,1.09E-12,1.40E-06,0.424794686,2.857775718,0.001426701
0.904311344,572.751844,90.42827329,1.20E-12,1.88E-06,0.328096773,5.298002044,0.001701086
0.96626469,364.3985506,55.10125423,6.72E-13,2.90E-06,0.768752539,12.58044473,0.002805511
0.974977293,211.1434009,64.10150218,1.27E-12,1.95E-06,0.441755219,5.115610666,0.001898889
1.165911251,126.8108069,68.72532078,1.44E-12,3.62E-06,0.838995516,14.69118028,0.004223377
1.04092671,440.0303252,22.51204936,1.05E-12,2.80E-06,0.481529469,2.132302058,0.002919815
1.173441966,219.0934766,87.04939245,1.05E-12,4.39E-06,0.330771638,5.147537577,0.005155069
1.057863893,590.6236608,90.06351788,6.66E-13,2.02E-06,0.629333147,7.033775328,0.002142008
1.101338145,384.325834,75.07303053,1.21E-12,1.77E-06,0.829294098,5.939298823,0.001951148
0.801614471,772.809614,64.4354487,1.34E-12,3.05E-06,0.183847516,13.48245186,0.002445359
0.838450926,925.3764782,43.30103833,1.12E-12,2.40E-06,0.719177985,5.862884285,0.002011029
0.996197699,472.2180953,27.04016944,1.47E-12,2.83E-06,0.506297499,9.280583783,0.002816058
0.806018112,541.0877172,46.68430535,1.26E-12,1.64E-06,0.768849277,8.928870037,0.001325826
1.008518938,943.1669391,60.60709626,1.02E-12,4.42E-06,0.317658399,14.00643488,0.004461265
0.902650944,364.9832173,68.86289051,1.22E-12,3.44E-06,0.610675088,3.359855728,0.003102568
0.974243368,644.4925272,44.73016197,7.07E-13,2.55E-06,0.281599378,2.489699496,0.002484768
0.815823895,228.0220775,74.19593362,8.17E-13,6.72E-07,0.849783553,10.2306698,0.000547942
1.122888003,865.5935406,52.19802311,1.30E-12,3.92E-06,0.427381039,7.537704793,0.004407812
1.154150721,922.8301864,48.53632066,5.08E-13,1.31E-06,0.282510515,0.716736611,0.001509988
0.80724317,411.5887692,98.71333658,5.19E-13,1.25E-06,0.464240499,5.959957145,0.001010578
1.031094607,539.5703037,63.93362711,1.20E-12,1.69E-06,0.394159455,14.40847321,0.001740305
1.184808752,693.3618532,72.18122994,1.23E-12,3.07E-06,0.409299309,4.816976521,0.00363208
1.022707446,918.7415211,31.06386732,1.21E-12,3.48E-07,0.883670411,3.227115951,0.000356673
1.08012132,709.0086625,98.44008841,1.15E-12,3.39E-07,0.51309905,14.41021362,0.000367116
1.026429709,878.9635086,87.80459522,1.33E-12,3.74E-06,0.429950884,2.92928127,0.003841393
1.083829386,639.8932085,98.41664851,6.37E-13,4.69E-06,0.414611832,2.554163836,0.00508326
0.86297328,141.7368502,42.10222893,1.27E-12,4.04E-06,0.127716046,13.99576426,0.003484401
0.83746717,152.204084,52.77905926,1.13E-12,1.80E-06,0.790585232,11.86677519,0.001505945
1.086020625,128.1285311,38.36724824,1.20E-12,3.58E-06,0.842187484,5.319917232,0.00389188
1.123528351,902.9045204,96.99039297,1.34E-12,4.49E-06,0.393963271,2.506656122,0.005041668
1.152376521,821.9913875,43.78117537,8.79E-13,2.68E-06,0.656471006,7.031244255,0.003094145
0.949911872,103.4333472,82.15374439,6.37E-13,9.12E-07,0.662938094,4.82354732,0.000866364
1.111923597,372.1759879,60.06770544,6.91E-13,4.02E-06,0.843443713,10.71963414,0.004464985
0.898894839,648.0291106,96.99187387,8.80E-13,3.63E-06,0.488696784,5.825239678,0.003264222
0.946113809,530.3182138,85.01496837,6.31E-13,4.56E-06,0.415753264,14.21613276,0.004313192
1.020774335,252.2545832,83.72484006,7.73E-13,4.65E-06,0.206383221,5.171740234,0.004744169
0.877671011,919.4205862,44.52614401,1.41E-12,8.13E-07,0.322869206,2.806078956,0.000713931
1.092620678,856.0216518,78.06984587,5.14E-13,4.60E-06,0.35417857,13.48567866,0.005023684
0.931730794,670.7954381,56.93668432,1.02E-12,1.62E-06,0.695177348,7.476287829,0.001510889
1.19738965,793.5461322,68.85904916,6.07E-13,2.21E-06,0.504758012,3.884494266,0.002651759
0.956366091,447.9675018,39.91152565,1.43E-12,1.11E-06,0.351709994,7.656255621,0.001061837
0.941944077,726.6793094,20.6185192,6.19E-13,2.06E-06,0.17258844,7.917958577,0.001937651
1.094234971,362.8894755,74.67602149,1.38E-12,8.51E-07,0.305640975,4.777753834,0.000931792
0.934290626,879.5417577,38.92356321,5.97E-13,3.73E-06,0.447013465,0.853454057,0.003481147
1.189696201,586.1607963,69.2232672,1.27E-12,6.48E-07,0.595608737,14.59820837,0.000771377
0.961370683,378.2589339,80.94940098,5.14E-13,4.24E-06,0.201488652,8.750435313,0.004077934
1.118972182,963.982196,45.88934287,8.15E-13,2.95E-06,0.766470057,3.020751441,0.003305123
0.962481061,492.5357968,23.35282802,1.42E-12,4.33E-06,0.654132945,2.281151645,0.004164598
1.172859167,484.0889331,67.68975159,1.03E-12,2.78E-06,0.418859369,3.035564134,0.003256969
1.039368778,783.5317303,44.66157193,9.89E-13,3.98E-06,0.131476121,4.119866162,0.004137188
1.095647333,895.0685327,80.18745209,1.37E-12,2.02E-06,0.821401547,7.846850052,0.002209592
1.065206739,672.346163,91.27821054,9.66E-13,3.18E-06,0.69882104,5.010615741,0.003391332
0.871314528,523.2196331,54.87206405,6.34E-13,1.46E-06,0.579697872,6.941670722,0.00127259
0.991898753,333.3976462,85.82007108,1.11E-12,4.57E-06,0.681380865,0.575124721,0.004530316
1.128107782,925.8485279,45.56888947,8.29E-13,2.50E-06,0.877554697,9.356712825,0.002822497
0.946188597,907.8375015,21.4476255,1.49E-12,4.28E-06,0.823613944,0.662167067,0.00405516
1.090322241,826.6557247,35.20928552,6.08E-13,3.53E-06,0.723413596,2.50773653,0.003845543
0.88218176,647.3825939,21.90993488,6.15E-13,1.87E-06,0.253226648,5.121398633,0.001653993
0.823651382,539.7844433,86.0606233,1.47E-12,1.85E-06,0.73539876,14.41047804,0.001520837
1.179946617,350.8913858,90.99694035,9.67E-13,6.51E-07,0.339871249,3.550853136,0.000767936
0.880799254,229.8847156,81.69584803,1.02E-12,1.09E-06,0.563450517,6.849671185,0.000960274
0.915849489,734.8354858,54.29831476,5.16E-13,1.34E-06,0.713489561,7.088922167,0.001227371
1.040012693,455.2702993,37.97702087,9.76E-13,2.93E-07,0.471064079,5.615077637,0.000304929
0.952530298,831.7526066,52.20191661,7.94E-13,8.99E-07,0.468250975,12.1241195,0.000856988
0.989329399,846.7629455,78.03567482,7.92E-13,2.07E-06,0.360092288,5.261318507,0.002052754
0.842154162,217.3895557,41.9471866,5.99E-13,1.43E-06,0.769820083,7.682172044,0.001206312
1.182366169,929.603363,65.62644481,1.49E-12,2.34E-07,0.41567242,8.376691264,0.000277813
0.879716102,341.1974093,41.53441564,1.34E-12,2.58E-06,0.195679271,7.680561924,0.00226942
0.84554641,393.1873658,91.87210356,5.09E-13,4.68E-06,0.883774037,8.462321092,0.003954011
1.19414507,920.1071436,92.16147266,5.65E-13,4.90E-06,0.892028094,5.252699885,0.005846732
1.187184067,797.1417293,87.49514793,7.90E-13,1.39E-06,0.765540807,4.459532649,0.001651327
1.043135301,650.4370457,60.26475595,8.22E-13,2.73E-06,0.192751408,9.701499438,0.002846129
0.891847829,964.5865992,61.47097918,1.10E-12,8.63E-07,0.215756411,8.703378541,0.000770108
0.804392275,608.8581649,31.61226248,1.22E-12,3.19E-07,0.220452968,13.13256439,0.000256699
1.014929502,410.0806793,68.51421334,1.33E-12,3.18E-07,0.819056552,7.753031166,0.000323204
0.88540126,882.7264138,71.04591975,5.92E-13,4.08E-07,0.334333573,12.34703837,0.000361709
0.90644771,980.0346248,32.69101458,7.83E-13,3.38E-06,0.167718021,10.52949707,0.003061843
1.015100523,154.5534665,30.59120639,5.38E-13,4.19E-06,0.65089671,13.97109044,0.004252924
0.918765378,945.8401459,79.82487712,1.11E-12,3.75E-07,0.836178785,7.991821812,0.000345355
0.976919185,279.7553024,75.18418126,8.22E-13,2.79E-06,0.60344546,11.07122552,0.002726015
1.046680362,422.5647447,44.12965644,1.46E-12,3.97E-06,0.310991122,5.589456858,0.004157227
0.917401332,274.0119782,83.22605196,1.45E-12,3.99E-06,0.652493071,2.80967487,0.003660468
1.070770009,221.8000429,41.1021276,1.12E-12,3.41E-06,0.731002526,14.44276788,0.003650134
0.862642146,650.4845691,98.67019624,9.10E-13,3.66E-06,0.5080861,4.032827839,0.003160821
0.859639527,248.3212791,71.39779814,7.83E-13,4.50E-06,0.5439976,11.70709508,0.00386881
0.925997935,468.7988655,67.3221233,1.12E-12,1.75E-06,0.575590625,4.237101038,0.001624431
1.121695942,606.0433409,38.63486597,8.26E-13,3.36E-06,0.864451863,5.77153067,0.00377485
1.043690599,154.0105141,34.17488162,1.42E-12,3.48E-06,0.687485674,12.59407425,0.003634907
1.155881085,607.6349614,55.20147234,1.48E-12,4.86E-07,0.384083967,10.85108578,0.000561803
0.89463746,445.3808443,66.62867601,1.47E-12,2.35E-06,0.131182809,1.038359971,0.00210568
0.884487281,373.3996423,32.66219358,1.01E-12,1.04E-06,0.489882104,4.967448979,0.000919495
1.072497637,491.971932,36.10846992,1.13E-12,1.60E-07,0.169909602,9.973044104,0.000171928
0.920643747,972.7373767,96.95963008,1.32E-12,1.75E-06,0.1158918,5.937049414,0.001607824
1.086983221,353.123395,53.19385093,9.85E-13,1.73E-06,0.623183858,1.478383266,0.00187655
0.828954881,305.572338,95.86472582,9.50E-13,4.70E-06,0.154693204,4.592370937,0.003893868
0.9440369,599.4405523,22.8318484,5.46E-13,1.64E-06,0.303854275,11.04607812,0.001548699
1.092953452,694.7320834,56.907352,1.47E-12,2.06E-06,0.851581876,0.908235373,0.00225721
1.073115657,240.866951,57.51453726,6.81E-13,1.65E-06,0.770320704,14.44971822,0.001769306
1.116252901,749.7095884,56.47716722,1.42E-12,2.70E-06,0.57009185,11.58985774,0.003015106
1.041576019,288.4065166,84.77002014,9.72E-13,4.92E-06,0.589554322,11.65301643,0.005128888
0.868940287,786.0356861,86.49336497,7.40E-13,3.75E-06,0.878662067,4.902137149,0.003260787
1.034905826,910.9311798,88.99449265,1.11E-12,2.46E-06,0.780736617,12.13160714,0.002543169
0.919920672,111.1047439,23.50752798,9.27E-13,4.91E-07,0.782015992,8.385824555,0.000451721
0.919919716,662.206066,86.8093963,1.00E-12,1.26E-06,0.102715517,13.26074493,0.001162161
1.112053338,701.2325542,88.48449436,1.34E-12,3.93E-06,0.575745653,2.154196106,0.004368826
1.113881222,386.7188432,28.32139909,5.23E-13,3.93E-06,0.421839513,5.790231006,0.004372503
0.939331585,112.5455124,63.71125789,9.59E-13,4.60E-06,0.237418859,2.192697674,0.004324754
1.091674283,633.5082804,32.45641471,7.60E-13,1.48E-06,0.212119428,6.85018789,0.001614576
1.041284437,110.7635426,72.01738715,1.22E-12,1.66E-06,0.428405499,13.16940835,0.00173154
1.008896974,885.5117489,68.23234114,9.65E-13,3.91E-06,0.830348649,1.893750491,0.003943627
0.806431357,987.0099689,84.04822406,9.94E-13,4.26E-06,0.870445604,5.7565667,0.003435657
0.969699992,161.3580373,45.080478,8.74E-13,2.99E-06,0.331835843,12.69976527,0.00290219
1.060101262,664.7500707,64.25433313,7.41E-13,2.75E-07,0.414289089,4.1085721,0.000292118
0.95472335,370.9564288,93.89164107,1.45E-12,2.28E-06,0.506134159,10.99383981,0.002173552
1.155876488,506.041412,76.02664299,1.29E-12,1.36E-06,0.274766729,6.041393613,0.001574075
0.815639551,891.8496049,36.89553153,8.32E-13,1.58E-06,0.350842854,10.59802296,0.001291014
0.816817341,736.2120643,59.98368756,7.30E-13,1.64E-07,0.552210194,8.544399009,0.000134085
0.855591983,908.4988746,68.22335835,5.55E-13,2.71E-06,0.349830305,10.55888,0.002320602
0.911911375,918.7992143,88.82872033,1.30E-12,4.75E-06,0.789684993,12.93610818,0.004334854
1.033572426,792.9876283,63.34371274,1.35E-12,4.15E-06,0.89550445,12.28764063,0.004287165
1.041665879,847.0480365,46.07488308,1.49E-12,4.07E-06,0.511089224,1.709754922,0.004245329
1.050286168,166.8767895,67.4759523,1.26E-12,2.39E-06,0.359758397,13.92184547,0.002509263
0.825707519,731.8091127,94.96858895,1.13E-12,3.45E-06,0.722820887,7.016604621,0.002851676
1.168731989,924.0927767,67.70432996,1.06E-12,4.81E-06,0.844820941,0.801259715,0.005618797
1.091935667,803.3513608,85.720987,1.26E-12,2.98E-06,0.611040843,1.110079314,0.003250705
0.921602789,525.4906468,40.71302132,6.25E-13,5.65E-07,0.882285853,5.424316703,0.000521157
1.113765258,789.9129581,68.19578645,1.33E-12,3.09E-07,0.210569403,13.87532268,0.000344743
0.817844878,510.4118216,97.96765571,1.12E-12,5.00E-06,0.471685,4.937894363,0.004085627
0.875976527,923.1830626,62.48737631,6.78E-13,1.57E-06,0.619649709,0.56125443,0.001371748
